Kingdom,Phylum,Class,Order,Family,Genus,Species,Response,MeanR,ResponseToCO2Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Growth rate,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Cell volume,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Cell volume,NA,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.888888889,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.855555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Growth rate,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Growth rate,0.855555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Cell volume,0.855555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Cell volume,0.855555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.888888889,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.851111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Growth rate,0.851111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Growth rate,0.817777778,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.906666667,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,In vivo fluorescence normalized to cell counts,0.817777778,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Glycine betaine concentration,0.817777778,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,Glycine betaine concentration,0.817777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.851111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.814444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.814444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.781111111,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.87,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,glycine betaine concentration,0.781111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,dimethylsulfoniopropionate concentration,0.781111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,cinctipes,dimethylsulfoniopropionate concentration,0.781111111,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.656666667,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.656666667,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.62,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.62,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.62,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,dimethylsulfoniopropionate concentration,0.656666667,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,Cover of seagrass blades,0.656666667,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,Total calcium carbonate,0.656666667,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,% Coralline cover,0.656666667,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,% Bryozoan cover,0.62,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,% Hydrozoan cover,0.62,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,maenas,Calcification rate,0.62,Increases
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Calcification rate,0.694444444,No_Response
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Mortality (white skeleton),0.656666667,Increases
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Mortality - green skeleton,0.656666667,Increases
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Paleness,0.656666667,No_Response
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Healthy tissue (%),0.656666667,No_Response
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Calicification rate,0.656666667,No_Response
Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,hyperborea,Hatch timing,0.656666667,No_Response
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica,Mantle length,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica,Statolith surface area,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica,Statolith normality grade,0.944444444,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Growth rate,0.8,Increases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,POC quota and production per cell,0.8,Increases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,PIC production per cell,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Total particulate carbon production per cell,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chlorophyll a concentration per cell,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Clh a:POC,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,PIC:POC,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,PON,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,POC:PON,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Bicarbonate uptake,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Half-saturation concentrations for DIC,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chl a-normalized maximum photosynthetic rates,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Cell-normalized maximum photosynthetic rates,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,light intensity at which the photosynthesis starts to enter saturation,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chl-a normalized maximum light-use efficiencies,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Cell normalized maximum light-use efficiencies,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Cell-normalized net rates of photosynthesis,0.8,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chl-a normalized net rates of photosynthesis,0.8,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Growth rate,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,POC quota and production per cell,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chlorophyll a concentration per cell,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Clh a:POC,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,PON,0.8,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,POC:PON,0.8,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Bicarbonate uptake,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Half-saturation concentrations for DIC,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Chl a-normalized maximum photosynthetic rates,0.8,No_Response
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,opalescens,Cell-normalized maximum photosynthetic rates,0.8,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,light intensity at which the photosynthesis starts to enter saturation,0.767777778,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Chl-a normalized maximum light-use efficiencies,0.767777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Cell normalized maximum light-use efficiencies,0.767777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Chl-a normalized net rates of photosynthesis,0.767777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Cell normalized net rates of photosynthesis,0.767777778,Increases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Hatch rate,0.75,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Hatch rate after 3 day exposure to high CO2 and then to low CO2,0.75,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Hatch rate after 3 d exposure to high CO2 then low CO2,0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Biomass,0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Production,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Biomass,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Biomass,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Biomass,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Density,0.75,Other
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Length,0.75,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Biomass,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Density,0.75,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Biomass,0.678888889,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Density,0.678888889,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Biomass,0.678888889,Other
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Biomass,0.678888889,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Biomass,0.678888889,Decreases
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Dominance over macroalgae,0.712222222,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Size,0.712222222,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Respiration rate,0.712222222,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - gill,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - gill,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - gill,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,catalase activity - gill,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,catalase activity - gill,0.75,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,catalase activity - gill,0.75,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,glutathione S-transferase activity - gills,0.75,Other
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,glutathione S-transferase activity - gills,0.75,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,glutathione S-transferase activity - gills,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,lipid peroxidation activity - gills,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,lipid peroxidation activity - gills,0.716666667,Other
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,lipid peroxidation activity - gills,0.716666667,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - digestive gland,0.75,Other
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - digestive gland,0.75,Other
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,superoxide dismutase activity - digestive gland,0.75,No_Response
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,catalase activity - digestive gland,0.75,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,catalase activity - digestive gland,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,catalase activity - digestive gland,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - digestive gland,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,glutathione S-transferase activity - digestive gland,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,glutathione S-transferase activity - digestive gland,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,lipid peroxidation activity - digestive gland,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,lipid peroxidation activity - digestive gland,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,lipid peroxidation activity - digestive gland,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,superoxide dismutase activity - gill,0.677777778,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,superoxide dismutase activity - gill,0.655555556,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,superoxide dismutase activity - gill,0.655555556,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,catalase activity - gill,0.655555556,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,catalase activity - gill,0.588888889,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,catalase activity - gill,0.588888889,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,oceanica,glutathione S-transferase activity - gills,0.588888889,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - gills,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - gills,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - gills,0.733333333,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - gills,0.711111111,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - gills,0.711111111,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,superoxide dismutase activity - digestive gland,0.711111111,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,superoxide dismutase activity - digestive gland,0.644444444,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,superoxide dismutase activity - digestive gland,0.644444444,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,catalase activity - digestive gland,0.644444444,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,catalase activity - digestive gland,NA,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,catalase activity - digestive gland,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - digestive gland,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - digestive gland,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,glutathione S-transferase activity - digestive gland,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - digestive gland,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - digestive gland,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,lipid peroxidation activity - digestive gland,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,pH coelomic fluid,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,pH coelomic fluid,NA,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Difference in pH between coelomic fluid and seawater,NA,Increase
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Difference in pH between coelomic fluid and seawater,NA,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,"Coelomic Mg, Ca, Mg:Ca",0.644444444,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,RNA:DNA,0.711111111,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Respiration rate after 4 days,0.733333333,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Respiration rate after 27 days,NA,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Mechanical properites of tube feet,NA,Increases
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Net photosynthetic rate,NA,No_Response
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Net primary production rates,NA,No_Response
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Net primary production rates,NA,No_Response
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Net primary production rates,NA,No_Response
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Mortality,NA,No_Response
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Net shell deposition,NA,No_Response
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Growth rate,NA,No_Response
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Survival,NA,No_Response
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Test diameter,NA,Increases
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Spine number,NA,Increases
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Spine length,NA,Decreases
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Spine morphology change,NA,Decreases
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Rate of gross primary production,NA,No_Response
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Respiration rate,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Chl a concentration,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Carotene concentration,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Zeaxanthin concentration,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Net calcification during light exposure,NA,Decreases
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Net calcification in dark,NA,Decreases
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,pseudonana,Diel calcification,NA,Decreases
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Mortality,NA,Decreases
Chromista,Bacillariophyta,Bacillariophyta incertae sedis,Bacillariophyta incertae sedis,Phaeodactylaceae,Phaeodactylum,tricornutum,Abnormality,NA,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Growth rate of normal thalli,NA,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Growth rate of abnormal thalli,NA,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Distribution of calcification,NA,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Persistance of calcification,NA,No_Response
Plantae,Rhodophyta,Florideophyceae,Corallinales,_intentionally left blank,_intentionally left blank,_intentionally left blank,Differences in community structure,0.628888889,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,_intentionally left blank,_intentionally left blank,_intentionally left blank,Recovery trajectory,0.694444444,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithothamniaceae,Lithothamnion,glaciale,Percent cover,0.653333333,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithothamniaceae,Lithothamnion,glaciale,Percent cover,0.708888889,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,onkodes,Percent cover,0.666666667,Increases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,onkodes,Survival,0.666666667,Increases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,onkodes,% Metamorphosis from cyprid to juvenile,0.577777778,Increases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,onkodes,Timing of development to nauplii V or V+,0.577777778,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,onkodes,Total length,0.644444444,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,pealeii,Carapace length,0.694444444,Increases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,pealeii,Timing of development to cyprid stage or beyond,0.623333333,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,pealeii,Larval size,0.69,Decreases
Animalia,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,pealeii,Larval size,0.69,Decreases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Ingestion rate of food - spring and summer,0.733333333,No_Response
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Ingestion rate of food - spring and summer,0.733333333,Increases
Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,huxleyi,Clearance rate of food from culture - spring,0.711111111,Other
